sentence,ID,clean sentence,start_index,end_index,phrase,syllables,length,pos,dep num,lemma,synonyms,hypernyms,hyponyms,ogden,simple_wiki,cald,cnc,img,aoa,phon,sub_imdb,google frequency,KFCAT,FAM,KFSMP,KFFRQ,NPHN,TLFRQ
"#13-16 The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",3EHVO81VN5MDB37MT9OUTZXTDTRH1L,"The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",187,191,care,1,4,NNP,2,care,11,1,20,1,1,4,342,383,0,2,1,304.872087,162,563,104,15,2,1622
"#13-16 The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",3EHVO81VN5MDB37MT9OUTZXTDTRH1L,"The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",290,294,care,1,4,NNP,2,care,11,1,20,1,1,4,342,383,0,2,1,304.872087,162,563,104,15,2,1622
"#13-16 The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",3EHVO81VN5MDB37MT9OUTZXTDTRH1L,"The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",27,30,act,1,3,NNP,8,act,15,1,3,1,1,4,379,433,319,0,1,305.339623,283,566,123,14,0,926
"#13-16 The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",3EHVO81VN5MDB37MT9OUTZXTDTRH1L,"The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",295,298,act,1,3,NNP,8,act,15,1,3,1,1,4,379,433,319,0,1,305.339623,283,566,123,14,0,926
"#13-16 The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",3EHVO81VN5MDB37MT9OUTZXTDTRH1L,"The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",58,61,key,1,3,JJ,0,key,21,1,3,0,1,3,612,618,0,2,1,157.714598,88,603,60,13,2,268
"#13-16 The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",3EHVO81VN5MDB37MT9OUTZXTDTRH1L,"The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",62,76,accomplishment,4,14,NN,4,accomplishment,2,1,19,0,0,0,0,0,0,12,0,9.082337,7,0,7,6,12,56
"#13-16 The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",3EHVO81VN5MDB37MT9OUTZXTDTRH1L,"The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",90,104,administration,5,14,NN,3,administration,6,1,5,0,1,6,331,413,561,13,0,149.991648,161,502,65,9,13,185
"#13-16 The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",3EHVO81VN5MDB37MT9OUTZXTDTRH1L,"The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",84,89,obama,3,5,NNP,1,obama,0,0,0,0,1,0,0,0,0,0,0,0.217685,0,0,0,0,0,0
"#13-16 The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",3EHVO81VN5MDB37MT9OUTZXTDTRH1L,"The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",322,327,obama,3,5,NNP,1,obama,0,0,0,0,1,0,0,0,0,0,0,0.217685,0,0,0,0,0,0
"#13-16 The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",3EHVO81VN5MDB37MT9OUTZXTDTRH1L,"The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",116,121,mixed,1,5,JJ,0,mixed,8,1,9,0,1,0,0,0,0,0,1,66.751573,37,0,24,8,0,0
"#13-16 The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",3EHVO81VN5MDB37MT9OUTZXTDTRH1L,"The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",122,132,reputation,4,10,NN,2,reputation,3,1,5,0,0,4,232,343,558,10,1,36.365732,27,492,25,10,10,176
"#13-16 The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",3EHVO81VN5MDB37MT9OUTZXTDTRH1L,"The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",143,156,conservatives,4,13,NNS,1,conservative,7,1,11,0,1,0,0,373,0,10,0,11.50845,31,545,25,7,10,106
"#13-16 The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",3EHVO81VN5MDB37MT9OUTZXTDTRH1L,"The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",167,179,market-based,0,12,None,0,market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"#13-16 The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",3EHVO81VN5MDB37MT9OUTZXTDTRH1L,"The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",213,221,flexible,3,8,JJ,6,flexible,5,0,0,0,0,5,0,0,0,8,0,29.498163,25,0,17,6,8,29
"#13-16 The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",3EHVO81VN5MDB37MT9OUTZXTDTRH1L,"The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",226,235,efficient,3,9,JJ,1,efficient,2,0,0,0,0,3,0,334,0,0,0,55.330747,32,503,26,13,0,146
"#13-16 The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",3EHVO81VN5MDB37MT9OUTZXTDTRH1L,"The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",245,251,costly,2,6,JJ,2,costly,2,0,0,0,0,0,0,0,0,6,0,17.321413,16,0,15,9,6,65
"#13-16 The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",3EHVO81VN5MDB37MT9OUTZXTDTRH1L,"The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",336,347,discredited,4,11,VBN,1,discredit,4,1,1,0,0,0,0,0,0,0,0,3.151154,2,0,2,2,0,24
"#13-16 The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",3EHVO81VN5MDB37MT9OUTZXTDTRH1L,"The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",304,310,passed,1,6,VBD,4,pass,43,1,0,1,1,0,385,479,0,0,1,145.344892,89,535,63,15,0,1815
"#13-16 The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",3EHVO81VN5MDB37MT9OUTZXTDTRH1L,"The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",348,354,pledge,1,6,NN,4,pledge,9,1,1,0,0,0,360,408,0,4,0,8.080284,3,442,2,2,4,70
"#13-16 The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",3EHVO81VN5MDB37MT9OUTZXTDTRH1L,"The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",417,423,switch,1,6,VB,1,switch,14,1,8,0,0,4,0,0,0,5,1,30.742469,43,0,18,9,5,112
"#13-16 The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",3EHVO81VN5MDB37MT9OUTZXTDTRH1L,"The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",383,390,current,2,7,JJ,0,current,4,1,2,1,1,4,0,497,0,6,1,237.69264,104,509,73,12,6,232
"#13-16 The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",3EHVO81VN5MDB37MT9OUTZXTDTRH1L,"The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch.",398,402,plan,1,4,NN,3,plan,7,1,13,1,1,3,357,379,0,4,1,210.333501,205,571,95,15,4,1873
"#7-9 Following the collision Manas airport was closed, and yesterday was declared a day of national mourning in Kyrgyzstan.",37VHPF5VYC445VGR62J8XINLE7SC8R,"Following the collision Manas airport was closed, and yesterday was declared a day of national mourning in Kyrgyzstan.",59,68,yesterday,3,9,NN,0,yesterday,4,1,0,0,0,1,0,0,0,7,1,26.353217,83,0,38,11,7,290
"#7-9 Following the collision Manas airport was closed, and yesterday was declared a day of national mourning in Kyrgyzstan.",37VHPF5VYC445VGR62J8XINLE7SC8R,"Following the collision Manas airport was closed, and yesterday was declared a day of national mourning in Kyrgyzstan.",91,99,national,3,8,JJ,0,national,8,1,3,0,1,2,0,400,0,0,1,434.507578,375,556,143,13,0,660
"#7-9 Following the collision Manas airport was closed, and yesterday was declared a day of national mourning in Kyrgyzstan.",37VHPF5VYC445VGR62J8XINLE7SC8R,"Following the collision Manas airport was closed, and yesterday was declared a day of national mourning in Kyrgyzstan.",84,87,day,1,3,NN,2,day,10,1,7,1,1,2,477,526,0,0,1,682.298213,686,595,288,15,0,4549
"#7-9 Following the collision Manas airport was closed, and yesterday was declared a day of national mourning in Kyrgyzstan.",37VHPF5VYC445VGR62J8XINLE7SC8R,"Following the collision Manas airport was closed, and yesterday was declared a day of national mourning in Kyrgyzstan.",35,42,airport,2,7,NN,3,airport,1,1,1,0,1,2,0,0,0,4,1,19.663764,19,0,12,8,4,50
"#7-9 Following the collision Manas airport was closed, and yesterday was declared a day of national mourning in Kyrgyzstan.",37VHPF5VYC445VGR62J8XINLE7SC8R,"Following the collision Manas airport was closed, and yesterday was declared a day of national mourning in Kyrgyzstan.",19,28,collision,3,9,NN,0,collision,3,1,0,0,1,0,0,0,0,0,0,10.987988,7,0,5,5,0,21
"#7-9 Following the collision Manas airport was closed, and yesterday was declared a day of national mourning in Kyrgyzstan.",37VHPF5VYC445VGR62J8XINLE7SC8R,"Following the collision Manas airport was closed, and yesterday was declared a day of national mourning in Kyrgyzstan.",5,14,following,3,9,VBG,1,follow,24,1,4,1,0,4,0,0,0,0,1,159.752486,97,0,87,15,0,1554
"#7-9 Following the collision Manas airport was closed, and yesterday was declared a day of national mourning in Kyrgyzstan.",37VHPF5VYC445VGR62J8XINLE7SC8R,"Following the collision Manas airport was closed, and yesterday was declared a day of national mourning in Kyrgyzstan.",29,34,manas,2,5,NNP,0,manas,0,0,0,0,0,0,0,0,0,0,0,0.775526,0,0,0,0,0,0
"#7-9 Following the collision Manas airport was closed, and yesterday was declared a day of national mourning in Kyrgyzstan.",37VHPF5VYC445VGR62J8XINLE7SC8R,"Following the collision Manas airport was closed, and yesterday was declared a day of national mourning in Kyrgyzstan.",47,53,closed,1,6,VBN,5,close,37,1,0,1,0,3,391,420,283,0,1,0,234,587,166,15,0,1862
"#7-9 Following the collision Manas airport was closed, and yesterday was declared a day of national mourning in Kyrgyzstan.",37VHPF5VYC445VGR62J8XINLE7SC8R,"Following the collision Manas airport was closed, and yesterday was declared a day of national mourning in Kyrgyzstan.",73,81,declared,2,8,VBN,4,declare,8,1,18,1,0,0,0,0,0,5,1,15.630331,8,0,8,5,5,457
"#7-9 Following the collision Manas airport was closed, and yesterday was declared a day of national mourning in Kyrgyzstan.",37VHPF5VYC445VGR62J8XINLE7SC8R,"Following the collision Manas airport was closed, and yesterday was declared a day of national mourning in Kyrgyzstan.",100,108,mourning,2,8,NN,3,mourning,5,1,0,0,0,0,0,0,0,0,0,10.061882,8,0,6,4,0,0
"#7-9 Following the collision Manas airport was closed, and yesterday was declared a day of national mourning in Kyrgyzstan.",37VHPF5VYC445VGR62J8XINLE7SC8R,"Following the collision Manas airport was closed, and yesterday was declared a day of national mourning in Kyrgyzstan.",112,122,kyrgyzstan,3,10,NNP,1,kyrgyzstan,1,0,0,0,0,0,0,0,0,0,0,0.470131,0,0,0,0,0,0
#7-10 The flight was operated by ACT Airlines.,37VHPF5VYC445VGR62J8XINLE7SC8R,The flight was operated by ACT Airlines.,33,36,act,1,3,NN,0,act,15,1,3,1,1,4,379,433,319,0,1,305.339623,283,566,123,14,0,926
#7-10 The flight was operated by ACT Airlines.,37VHPF5VYC445VGR62J8XINLE7SC8R,The flight was operated by ACT Airlines.,10,16,flight,1,6,NN,1,flight,12,1,0,0,1,2,0,0,0,0,1,51.449441,46,0,33,13,0,223
#7-10 The flight was operated by ACT Airlines.,37VHPF5VYC445VGR62J8XINLE7SC8R,The flight was operated by ACT Airlines.,21,29,operated,4,8,VBN,4,operate,7,1,4,1,0,0,0,0,0,6,1,32.277804,48,0,32,10,6,264
#7-10 The flight was operated by ACT Airlines.,37VHPF5VYC445VGR62J8XINLE7SC8R,The flight was operated by ACT Airlines.,37,45,airlines,2,8,NNS,2,airline,2,1,0,0,0,0,0,0,0,0,0,7.40273,0,0,0,0,0,0
"#7-11 Manas international airport is located outside the capital city of Bishkek, and has been the location of other fatal crashes.",37VHPF5VYC445VGR62J8XINLE7SC8R,"Manas international airport is located outside the capital city of Bishkek, and has been the location of other fatal crashes.",123,130,crashes,2,7,NNS,3,crash,18,1,0,0,1,0,0,0,0,0,1,2.133057,20,0,16,9,0,295
"#7-11 Manas international airport is located outside the capital city of Bishkek, and has been the location of other fatal crashes.",37VHPF5VYC445VGR62J8XINLE7SC8R,"Manas international airport is located outside the capital city of Bishkek, and has been the location of other fatal crashes.",12,25,international,5,13,JJ,0,international,3,1,0,1,1,2,0,0,0,0,1,298.107363,155,0,75,9,0,161
"#7-11 Manas international airport is located outside the capital city of Bishkek, and has been the location of other fatal crashes.",37VHPF5VYC445VGR62J8XINLE7SC8R,"Manas international airport is located outside the capital city of Bishkek, and has been the location of other fatal crashes.",26,33,airport,2,7,NN,2,airport,1,1,1,0,1,2,0,0,0,4,1,19.663764,19,0,12,8,4,50
"#7-11 Manas international airport is located outside the capital city of Bishkek, and has been the location of other fatal crashes.",37VHPF5VYC445VGR62J8XINLE7SC8R,"Manas international airport is located outside the capital city of Bishkek, and has been the location of other fatal crashes.",37,44,located,3,7,VBN,6,locate,4,1,2,0,0,0,0,0,0,5,1,17.988757,16,0,12,7,5,1247
"#7-11 Manas international airport is located outside the capital city of Bishkek, and has been the location of other fatal crashes.",37VHPF5VYC445VGR62J8XINLE7SC8R,"Manas international airport is located outside the capital city of Bishkek, and has been the location of other fatal crashes.",6,11,manas,2,5,NNP,0,manas,0,0,0,0,0,0,0,0,0,0,0,0.775526,0,0,0,0,0,0
"#7-11 Manas international airport is located outside the capital city of Bishkek, and has been the location of other fatal crashes.",37VHPF5VYC445VGR62J8XINLE7SC8R,"Manas international airport is located outside the capital city of Bishkek, and has been the location of other fatal crashes.",73,80,bishkek,2,7,NNP,1,bishkek,1,0,0,0,0,0,0,0,0,0,0,0.091416,0,0,0,0,0,0
"#7-11 Manas international airport is located outside the capital city of Bishkek, and has been the location of other fatal crashes.",37VHPF5VYC445VGR62J8XINLE7SC8R,"Manas international airport is located outside the capital city of Bishkek, and has been the location of other fatal crashes.",57,64,capital,3,7,NN,0,capital,11,1,4,1,1,2,448,518,380,6,1,182.385994,85,538,40,10,6,250
"#7-11 Manas international airport is located outside the capital city of Bishkek, and has been the location of other fatal crashes.",37VHPF5VYC445VGR62J8XINLE7SC8R,"Manas international airport is located outside the capital city of Bishkek, and has been the location of other fatal crashes.",65,69,city,2,4,NN,4,city,3,1,3,1,1,1,554,605,0,0,1,344.85922,393,616,156,15,0,1258
"#7-11 Manas international airport is located outside the capital city of Bishkek, and has been the location of other fatal crashes.",37VHPF5VYC445VGR62J8XINLE7SC8R,"Manas international airport is located outside the capital city of Bishkek, and has been the location of other fatal crashes.",117,122,fatal,2,5,JJ,0,fatal,4,0,0,0,0,4,0,0,0,4,0,21.704923,19,0,15,7,4,87
"#7-11 Manas international airport is located outside the capital city of Bishkek, and has been the location of other fatal crashes.",37VHPF5VYC445VGR62J8XINLE7SC8R,"Manas international airport is located outside the capital city of Bishkek, and has been the location of other fatal crashes.",99,107,location,3,8,NN,5,location,4,1,26,0,0,3,0,0,0,7,1,91.390423,63,0,37,7,7,92
"#7-12 These include a Boeing 737 en route to Iran, which crashed shortly after take-off in 2008, killing 68 of at least 90 people on board.",37VHPF5VYC445VGR62J8XINLE7SC8R,"These include a Boeing 737 en route to Iran, which crashed shortly after take-off in 2008, killing 68 of at least 90 people on board.",123,129,people,2,6,NNS,2,people,6,1,48,1,1,1,540,548,281,0,1,1087.574983,847,628,288,15,0,3574
"#7-12 These include a Boeing 737 en route to Iran, which crashed shortly after take-off in 2008, killing 68 of at least 90 people on board.",37VHPF5VYC445VGR62J8XINLE7SC8R,"These include a Boeing 737 en route to Iran, which crashed shortly after take-off in 2008, killing 68 of at least 90 people on board.",57,64,crashed,1,7,VBD,1,crash,18,1,0,0,1,0,0,0,0,0,1,4.939587,20,0,16,9,0,295
"#7-12 These include a Boeing 737 en route to Iran, which crashed shortly after take-off in 2008, killing 68 of at least 90 people on board.",37VHPF5VYC445VGR62J8XINLE7SC8R,"These include a Boeing 737 en route to Iran, which crashed shortly after take-off in 2008, killing 68 of at least 90 people on board.",97,104,killing,2,7,VBG,2,kill,17,1,14,1,1,3,386,481,0,3,1,57.387119,63,549,41,13,3,919
"#7-12 These include a Boeing 737 en route to Iran, which crashed shortly after take-off in 2008, killing 68 of at least 90 people on board.",37VHPF5VYC445VGR62J8XINLE7SC8R,"These include a Boeing 737 en route to Iran, which crashed shortly after take-off in 2008, killing 68 of at least 90 people on board.",12,19,include,2,7,VBP,3,include,4,0,6,1,0,2,0,0,0,6,0,224.87065,113,0,82,9,6,533
"#7-12 These include a Boeing 737 en route to Iran, which crashed shortly after take-off in 2008, killing 68 of at least 90 people on board.",37VHPF5VYC445VGR62J8XINLE7SC8R,"These include a Boeing 737 en route to Iran, which crashed shortly after take-off in 2008, killing 68 of at least 90 people on board.",22,28,boeing,2,6,NNP,5,boeing,0,0,0,0,1,0,0,0,0,0,0,2.389496,0,0,0,0,0,0
"#7-12 These include a Boeing 737 en route to Iran, which crashed shortly after take-off in 2008, killing 68 of at least 90 people on board.",37VHPF5VYC445VGR62J8XINLE7SC8R,"These include a Boeing 737 en route to Iran, which crashed shortly after take-off in 2008, killing 68 of at least 90 people on board.",36,41,route,1,5,NN,2,route,5,1,22,0,1,4,440,447,447,3,1,55.43959,43,515,28,9,3,169
"#7-12 These include a Boeing 737 en route to Iran, which crashed shortly after take-off in 2008, killing 68 of at least 90 people on board.",37VHPF5VYC445VGR62J8XINLE7SC8R,"These include a Boeing 737 en route to Iran, which crashed shortly after take-off in 2008, killing 68 of at least 90 people on board.",45,49,iran,2,4,NNP,1,iran,1,0,0,0,1,0,0,0,0,0,0,18.991385,0,0,0,0,0,0
"#7-12 These include a Boeing 737 en route to Iran, which crashed shortly after take-off in 2008, killing 68 of at least 90 people on board.",37VHPF5VYC445VGR62J8XINLE7SC8R,"These include a Boeing 737 en route to Iran, which crashed shortly after take-off in 2008, killing 68 of at least 90 people on board.",65,72,shortly,2,7,RB,1,shortly,5,0,0,0,0,4,0,0,0,0,1,38.909149,34,0,29,11,0,200
"#7-12 These include a Boeing 737 en route to Iran, which crashed shortly after take-off in 2008, killing 68 of at least 90 people on board.",37VHPF5VYC445VGR62J8XINLE7SC8R,"These include a Boeing 737 en route to Iran, which crashed shortly after take-off in 2008, killing 68 of at least 90 people on board.",79,87,take-off,2,8,None,0,take-off,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0
"#7-12 These include a Boeing 737 en route to Iran, which crashed shortly after take-off in 2008, killing 68 of at least 90 people on board.",37VHPF5VYC445VGR62J8XINLE7SC8R,"These include a Boeing 737 en route to Iran, which crashed shortly after take-off in 2008, killing 68 of at least 90 people on board.",133,138,board,1,5,NN,1,board,13,1,9,1,1,3,565,592,0,3,1,153.462469,239,546,83,14,3,825
#8-1 Robben signs contract extension with Bayern German football club FC Bayern Munich yesterday announced Dutch winger Arjen Robben has signed a one contract extension until June 2018.,37VHPF5VYC445VGR62J8XINLE7SC8R,Robben signs contract extension with Bayern German football club FC Bayern Munich yesterday announced Dutch winger Arjen Robben has signed a one contract extension until June 2018.,87,96,yesterday,3,9,NN,0,yesterday,4,1,0,0,0,1,0,0,0,7,1,26.353217,83,0,38,11,7,290
#8-1 Robben signs contract extension with Bayern German football club FC Bayern Munich yesterday announced Dutch winger Arjen Robben has signed a one contract extension until June 2018.,37VHPF5VYC445VGR62J8XINLE7SC8R,Robben signs contract extension with Bayern German football club FC Bayern Munich yesterday announced Dutch winger Arjen Robben has signed a one contract extension until June 2018.,65,69,club,1,4,NN,3,club,11,1,0,1,1,3,509,522,0,0,1,58.512769,145,533,65,14,0,999
