Word,Level
traumatic,C2
soaking,B2
sparkling,B2
starving,B2
striking,B2
surrounding,B2
soaring,C1
time-consuming,C1
upcoming,C1
underlying,C2
understanding,B2
transmission,C2
transitive,B2
subjective,C1
successive,C2
tasteless,C2
slowly,A2
softly,B1
specially,B1
suddenly,B1
typically,B1
silently,B2
simply,B2
simply,B2
simultaneously,B2
smoothly,B2
steadily,B2
strangely,B2
strictly,B2
successfully,B2
suitably,B2
suspiciously,B2
temporarily,B2
terribly,B2
thoroughly,B2
thoroughly,B2
tightly,B2
traditionally,B2
truly,B2
typically,B2
similarly,C1
sincerely,C1
solely,C1
specifically,C1
specifically,C1
subsequently,C1
substantially,C1
supposedly,C1
technically,C1
thankfully,C1
ultimately,C1
understandably,C1
universally,C1
smoothly,C2
sparsely,C2
spiritually,C2
strategically,C2
subconsciously,C2
superficially,C2
swiftly,C2
systematically,C2
technically,C2
theoretically,C2
thoughtfully,C2
ultimately,C2
unanimously,C2
strenuous,C2
superfluous,C2
synonymous,C2
synonymous,C2
unanimous,C2
sleepy,B1
sticky,B1
tricky,B2
sleepy,C1
slippery,C1
smoky,C2
squeaky,C2
slow,A1
tall,A1
simple,A2
singular,A2
small,A2
south,A2
strange,A2
sure,A2
sweet,A2
tall,A2
TRUE,A2
shut,B1
silent,B1
silly,B1
similar,B1
simple,B1
soft,B1
southeast,B1
southern,B1
southwest,B1
spare,B1
special,B1
spectacular,B1
steep,B1
strange,B1
strong,B1
temporary,B1
thick,B1
top,B1
top,B1
total,B1
TRUE,B1
upper,B1
up-to-date,B1
significant,B2
simple,B2
slow,B2
solo,B2
steady,B2
steady,B2
still,B2
straightforward,B2
stuck,B2
sudden,B2
thorough,B2
tight,B2
tight,B2
tough,B2
ultimate,B2
underwater,B2
unique,B2
unique,B2
urban,B2
skillful,C1
smart,C1
smooth,C1
sole,C1
stable,C1
steady,C1
steep,C1
stuck,C1
subsequent,C1
superior,C1
superior,C1
supreme,C1
ultimate,C1
underpaid,C1
upper-class,C1
upward,C1
slender,C2
slim,C2
smooth,C2
sober,C2
solid,C2
solitary,C2
solitary,C2
stiff,C2
still,C2
strict,C2
subject,C2
subtle,C2
subtle,C2
subtle,C2
supplementary,C2
tidy,C2
tough,C2
tough,C2
turbulent,C2
underway,C2
unfavorable,C2
unfavorable,C2
sometimes,A1
then,A1
then,A1
there,A1
there,A1
today,A1
tomorrow,A1
tonight,A1
too,A1
up,A1
so,A2
somewhere,A2
soon,A2
south,A2
still,A2
straight,A2
then,A2
there,A2
twice,A2
up,A2
somehow,B1
someplace,B1
still,B1
straight,B1
together,B1
up,B1
since,B2
somehow,B2
then,B2
there,B2
though,B2
tight,B2
today,B2
together,B2
up,B2
up,B2
throughout,C1
upward,C1
sideways,C2
together,C2
uphill,C2
time,A2
town,A2
start,B1
tear,B1
time,B1
side,B2
spread,B2
strain,B2
track,B2
trap,B2
specialty,C1
the upper class,C1
sin,C2
sin,C2
slap,C2
stitch,C2
treat,C2
turmoil,C2
tackle,B2
surge,C1
survey,C1
survey,C1
surrender,C2
tick,C2
treasure,C2
total,""">"
utter,C2
workaholic,C2
violate,C2
weep,C2
withdrawal,C2
viewer,B2
voter,C2
winner,A2
worker,A2
well-being,C1
writing,A1
writing,A2
writing,B1
writing,B2
warning,B1
walking,A2
wedding,B1
windsurfing,B1
vaccination,C2
vocation,C2
vanity,C2
vitality,C2
willingness,B2
visitor,A2
zoo,A1
web,B1
whale,B1
wing,B1
wasp,B2
wolf,B2
worm,B2
zebra,B2
violin,A2
verse,B2
whistle,B2
work,B2
virus,B2
waist,B2
wound,B2
wrist,B2
X-ray,B2
vein,C1
vein,C1
wreck,C2
wrinkle,C2
welfare,B2
vaccine,C2
water,C2
vaccinate,C2
vomit,C2
watch,A1
veil,C1
vest,C2
velvet,C2
wardrobe,B2
wear,A1
word,A1
verb,A2
use,B1
vowel,B1
yell,B2
vocabulary,A2
welcome,B1
warn,B1
welcome,B1
welcome,B2
wonder,B1
write,B1
whisper,B2
yell,B2
volunteer,C1
witness,B2
verdict,C2
yard,B1
volume,B2
weight,B2
yellow,A2
width,B2
worst,B1
year,A2
workshop,C1
vegetable,A1
vegetarian,B1
vinegar,B2
yogurt,A2
zucchini,B2
wall,A1
window,A1
washing machine,A2
yard,A2
venue,B2
warehouse,C2
wallet,A2
will,C2
wealth,B2
withdraw,C1
village,A1
view,A2
valley,B1
waterfall,B1
wave,B1
weather forecast,B1
volcano,B2
vine,C1
weed,C2
wilderness,C2
water,A1
weather,A1
water,A2
warmth,B2
wind,A1
winter,A1
woodland,C2
woods,A2
world,A1
walk,A2
use,A2
work,B1
violence,B2
wait,B2
wait,A1
wander,B2
yawn,B2
wink,C2
use,A1
wash,A1
use,B1
waste,B1
wrap,B1
watch,B2
water,B2
wipe,B2
wrap,B2
wreck,C2
visit,A1
walk,A1
watch,A1
warm,B2
whistle,B2
widen,B2
woman,A1
worry,B1
wish,B2
warmth,B2
wisdom,B2
worry,B2
will,C1
wit,C1
willpower,C2
will,B2
worry,A2
want,A1
worry,B2
vote,B1
wing,C2
wife,A1
widow,B2
video game,A2
win,C1
volleyball,A2
yoga,B1
victory,B2
withdraw,C2
Web site,A1
video,A2
Web page,A2
virus,B1
webcam,B1
window,B1
wire,B2
volume,B1
virtual reality,B2
work,A2
way,A2
van,B1
vehicle,B1
windshield,B1
voyage,B2
wing,B2
yacht,B2
vacancy,C1
wreck,C2
vacation,A1
vacancy,C1
workplace,C1
venture,C2
work,A1
work,A1
wine,A1
whiskey,B2
variable,C1
withdrawal,C2
waiter,A1
user,B1
writer,B1
walker,C1
vision,B2
variation,C2
vision,B2
vegetation,C1
vision,C1
variation,B2
vandalism,C2
validity,C2
weakness,B2
weakness,B2
usefulness,C1
warrior,C1
waitress,A1
week,A1
week,A1
weekend,A1
year,A1
wastebasket,A2
way,A2
weekday,A2
wheel,A2
workbook,A2
vase,B1
vet,B1
video clip,B1
view,B1
visa,B1
visit,B1
voice,B1
way,B1
wheelchair,B1
workout,B1
zone,B1
version,B2
victim,B2
vitamin,B2
volunteer,B2
ward,B2
wave,B2
weight,B2
zipper,B2
verdict,C1
version,C1
viewpoint,C1
walk,C1
witch,C1
youngster,C1
urge,C2
veil,C2
veteran,C2
veteran,C2
vice,C2
virgin,C2
virtue,C2
volume,C2
vow,C2
wave,C2
wave,C2
whim,C2
wish,C2
west,A2
wool,A2
work,A2
value,B1
variety,B1
weight,B1
wildlife,B1
waste,B2
wheat,B2
usage,C1
worse,C1
view,C2
violence,C2
virtue,C2
welfare,C2
worship,C2
wreckage,C2
xenophobia,C2
Wednesday,A1
video,A2
white,A2
use,B1
value,B1
wire,B2
usage,C1
virtue,C2
wage,B1
way,B1
view,B2
vocabulary,C1
way,C1
way,C2
work,B1
vanish,B2
vary,B2
wait,C1
visit,A1
visit,A2
win,A2
weigh,B1
use,B2
value,B2
wear,B2
weigh,B2
witness,B2
verify,C1
withdraw,C1
worship,C1
urge,C2
use,C2
value,C2
vow,C2
wear,C2
wield,C2
withstand,C2
work,A1
write,A1
win,A2
write,A2
vote,B1
wave,B1
win,B1
wonder,B1
vary,B2
widen,B2
wave,C1
weaken,C1
worsen,C1
weaken,C2
weapon,B2
war,A2
war,C2
yes,A1
yes,A1
yes,A2
useless,C2
utmost,C1
worthy,C1
whereby,C2
wretched,C2
viable,C2
valuable,B1
virtual,B2
wrinkled,C2
well-educated,C1
well-qualified,C1
well-balanced,B2
well-dressed,B1
worried,A2
well-balanced,C1
useful,A2
wonderful,A2
winding,B2
worrying,B2
working,B1
useless,B1
virtually,B2
violently,B2
warmly,B2
willingly,B2
virtually,B2
vivacious,C2
wealthy,B2
windy,A2
well,A1
warm,A2
written,B1
very,A1
well,A2
well,B2
well,C1
voice,C2
white,A1
yellow,A1
whole,A2
wide,A2
worse,A2
worst,A2
vast,B2
vivid,B2
weak,B2
versatile,C2
white,A2
vegetarian,B1
weak,B2
well-off,C1
warm,A1
wet,A2
wild,B2
worldwide,B2
wild,C2
waste,B1
view,C2
young,A1
weak,B1
white,B1
well-built,B2
youth,B1
well-known,A2
weak,B1
vivid,B2
welcome,B2
wise,B2
witty,B2
vain,C2
versatile,C2
wary,C2
wicked,C2
willing,C2
withdrawn,C2
vacant,B2
workforce,C1
violent,B2
violent,B2
valuable,B2
variable,C1
vulnerable,C2
usual,B1
visual,B2
verbal,C1
vertical,C1
virtual,C1
vocational,C1
verbal,C2
varied,B2
well-organized,B2
well-equipped,C1
well-informed,C1
visible,B2
visible,C1
worthless,C1
worthless,C2
weekly,A2
usually,A2
urgently,B1
vividly,B2
warmly,B2
widely,B2
wildly,B2
wrongly,B2
utterly,C1
wisely,C1
vaguely,C2
visibly,C2
vitally,C2
voluntarily,C2
wholeheartedly,C2
wholly,C2
wildly,C2
various,A2
vicious,C2
vicious,C2
wrong,A1
west,A2
wet,A2
wild,A2
wooden,A2
urgent,B1
used,B1
warm,B1
waste,B1
welcome,B1
western,B1
western,B1
wet,B1
wrong,B1
vacant,B2
valid,B2
valid,B2
vital,B2
waterproof,B2
weak,B2
weak,B2
weak,B2
weird,B2
well-paid,B2
wild,B2
worthwhile,B2
wrong,B2
vague,C1
voluntary,C1
weak,C1
widespread,C1
working-class,C1
wrong,C1
utter,C2
vague,C2
very,C2
virgin,C2
weary,C2
white,C2
white,C2
would-be,C2
wretched,C2
well,A1
when,A1
where,A1
why,A1
yesterday,A1
west,A2
wrong,A2
yet,A2
yet,A2
why,B1
worse,B1
wide,B2
worst,B2
vice versa,C1
yet,C1
whenever,C2
whereabouts,C2
whole,C2
wood,A2
world,B1
vote,B2
the working class,C1
workforce,C2
win,B2
wound,B2
worship,C1
yield,C1
venture,C2
view,C2
yield,C2
violent,C2
bye,A1
all,A1
all right,A1
can,A1
can,A1
about,A1
at,A2
according to,B1
because of,B1
against,B2
any,A1
any,A1
another,A2
at,A1
behind,A1
between,A1
across,A2
after,A2
after,A2
against,A2
around,A2
around,A2
around,A2
before,A2
between,A2
after,B1
along,B1
before,B1
beside,B1
by,B1
among,B2
at,B2
beneath,B2
beyond,B2
can,A1
between,A1
be,A2
be,A2
a,A1
a,A1
a,A1
a,A1
all,A1
an,A1
both,A1
a,A2
a,A2
a,A2
a,A2
a,A2
a,A2
all,A2
another,A2
all,B1
Cheers!,B1
can,A1
cannot,A1
can,A2
can,B1
can,B2
can,B2
after,A1
at,A1
at,A1
at,A1
before,A1
between,A1
against,A2
along,A2
between,A2
between,A2
by,A2
by,A2
by,A2
against,B1
at,B1
before,B1
behind,B1
behind,B1
besides,B1
between,B1
beyond,B1
but,B1
according to,B2
after,B2
among,B2
by,B2
by,B2
after,C1
amid,C1
among,C1
behind,C1
beyond,C1
after,C2
amid,C2
before,C2
behind,C2
beneath,C2
beyond,C2
anything,A1
anything,A1
anybody,A2
anyone,A2
anybody,B1
anyone,B1
cool,A2
concerning,B2
considering,B2
do,B2
could,A2
could,B1
could,B1
despite,B1
every,A1
enough,A2
double,B1
few,B1
enough,B2
down,A2
down,A2
everything,A2
damn,B1
do,A1
do,B1
each,A1
every,A1
every,B2
congratulations,A2
could,A2
could,B1
during,A2
during,A2
except,A2
each,A1
everybody,A2
everyone,A2
either,B1
goodbye,A1
hi,A1
hey,A2
in,B1
good afternoon,A1
good evening,A1
good morning,A1
good night,A1
hello,A1
hello,A1
for,A2
in,B1
for,B2
itself,B1
from,A1
from,A1
in,A1
inside,A1
into,A1
from,A2
in,A2
in,B1
from,B2
in,B1
for,A2
for,B1
including,A2
following,B2
have,A2
her,A1
his,A1
its,A1
for,A1
for,A1
from,A1
from,A1
in,A1
for,A2
for,A2
for,A2
for,A2
for,A2
for,A2
in,A2
into,A2
for,B1
from,B1
in,B1
instead of,B1
into,B1
into,B1
from,B2
from,B2
from,B2
in,B2
for,C1
for,C1
he,A1
her,A1
him,A1
I,A1
it,A1
it,A1
hers,A2
herself,A2
himself,A2
his,A2
it,A2
itself,A2
herself,B2
himself,B2
it,B2
it,C2
may,B1
OK,A1
OK,A2
much,C1
one,C1
oneself,C1
OK,A2
on,A2
no,A2
oh,A1
oh,A1
out of,B2
many,A1
more,A1
more,A1
much,A1
no,A1
other,A1
less,A2
most,A2
other,A2
little,B1
least,B2
near,A1
of,A1
of,A1
of,A1
on,A1
on,A1
next to,A2
of,A2
of,A2
on,A2
on,A2
opposite,A2
out of,A2
outside,A2
over,A2
past,A2
of,B1
on,B1
out of,B1
out of,B1
over,B1
over,B1
less,A2
most,A2
nothing,A2
other,A2
little,B1
none,B1
on,A2
my,A1
our,A1
much,A2
one,A2
most,B1
other,B1
one,B2
one,B2
one,B2
one,B2
may,A2
might,A2
must,A2
may,B1
might,B1
ought to,B1
must,B2
ought to,B2
of,A1
on,A1
past,A1
like,A2
minus,A2
of,A2
on,A2
over,A2
like,B1
of,B1
off,B1
off,B1
on,B1
on,B1
onto,B1
out of,B1
over,B1
over,B1
like,B2
near,B2
of,B2
off,B2
on,B2
on,B2
onto,B2
out of,B2
over,B2
owing to,B2
past,B2
of,C1
of,C1
near,C2
over,C2
over,C2
me,A1
mine,A2
myself,A2
nobody,A2
no one,A2
one,A2
ours,A2
ourselves,A2
nothing,B1
least,B2
most,B2
myself,B2
neither,B2
next,B2
regarding,B1
right,A2
please,A1
several,A2
plenty,B1
should,A2
should,B1
should,B1
per,A2
plus,A2
she,A1
thanks,A1
thank you,A1
thank you,A2
upon,B2
to,A2
toward,B2
some,A1
some,B2
to,A1
under,A1
through,A2
under,A2
to,B1
underneath,B1
throughout,C1
some,A1
some,A1
something,A1
to,B1
unlike,B2
unlike,C2
that,A1
that,A1
the,A1
the,A1
the,A1
their,A1
these,A1
this,A1
this,A1
this,A1
those,A1
the,A2
the,B1
their,B1
such,B2
the,B2
the,B2
some,C1
than,A1
to,A1
until,A1
since,A2
than,A2
till,A2
up,A2
through,B1
through,B1
to,B1
to,B1
to,B1
to,B1
toward,B1
through,B2
throughout,B2
times,B2
to,B2
under,B2
toward,C1
toward,C1
that,A1
that,A1
them,A1
they,A1
somebody,A2
someone,A2
that,A2
that,A2
theirs,A2
themselves,A2
this,A2
this,A2
this,A2
them,B1
they,B1
that,B2
that,B2
themselves,B2
they,B2
such,C1
wow,A2
yeah,A2
whom,B2
well,A1
welcome,A2
will,A2
via,B1
which,B1
whatever,B2
with,A1
without,A2
with,B1
within,B1
within,B2
versus,C1
via,B1
what,A1
which,A1
your,A1
what,B1
whose,B1
whose,B1
your,B1
whatever,B2
whichever,B2
whichever,B2
will,A1
will,A2
will,A2
would,B1
would,B1
would,B1
would,B1
would,B2
with,A1
with,A2
with,B1
within,B1
with,B2
with,B2
versus,C1
within,C1
us,A1
we,A1
what,A1
who,A1
you,A1
which,A2
which,A2
who,A2
you,A2
yours,A2
yourself,A2
we,B1
what,B1
whatever,B1
who,B1
whose,B1
which,B2
which,B2
whichever,B2
whoever,B2
whoever,B2
yourself,B2
yourself,B2
get sth off your chest,C2
how come,C1
I bet (you),B1
a bit,A2
quite a bit,B1
be on the ball,C1
in attendance,C2
sb's call,B1
a bit,B2
not have a clue,B2
have a chip on your shoulder,C2
be a piece of cake,B2
come in handy,C2
come in handy,C2
"appear in/at/on, etc.",B1
"capture sb/sth on camera/film, etc.",B2
be out of breath,B2
hold your breath,B2
catch your breath,C1
a call for sth,C1
round of applause,C2
under your breath,C2
the basics,B2
come to think of it,C2
believe it or not,B1
would appreciate,B2
I/We appreciate...,B2
"I don't blame him/them/you, etc.",C2
clear the air,C2
the back,A2
a breath of fresh air,C2
a bite (to eat),C2
hot chocolate,A2
"an army/prison/refugee, etc. camp",B2
tighten your belt,C2
avoid doing sth,B2
take your breath away,B2
in cold blood,C2
"bubble (over) with confidence/enthusiasm, etc.",C1
"be bursting with confidence/joy, etc.",C2
"come after/first/last, etc.",B1
make allowances for sb/sth,C2
the cleaner's,C1
pay attention (to sth),B1
attract/get (sb's) attention,B2
draw (sb's) attention to sth/sb,B2
in anticipation (of),C2
be the center of attention,C2
be authorized to do sth,C1
go to the bathroom,A2
by accident,B1
in back of sb/sth,B1
behind bars,B2
"on a regular/daily/weekly, etc., basis",B2
the boys,B2
at/on an angle,C1
on the basis of sth,C1
"a bit of a surprise/problem/mess, etc.",C1
bit by bit,C1
arm in arm,C2
behind sb's back,C2
turn your back on sb/sth,C2
in the bargain,C2
keep/hold sb/sth at bay,C2
a safe bet,C2
foot the bill,C2
bits and pieces,C2
"a book of stamps/tickets, etc.",C2
the bush,C2
the turn of the century,C2
beat around the bush,C1
around the clock,C1
(keep sb) at arm's length,C2
get/start the ball rolling,C2
recharge your batteries,C2
ring a bell,C2
your best bet,C2
rock the boat,C2
be in the same boat,C2
miss the boat,C2
not judge a book by its cover,C2
do sth by the book,C2
be in the cards,C2
take a deep breath,B2
be in awe of sb,C2
the beauty of sth,C2
new blood,C1
make your blood run cold,C2
make your blood boil,C2
your own flesh and blood,C2
with bated breath,C2
hold your breath,C2
an appetite for something,C2
give sb the benefit of the doubt,C2
for sb's/sth's benefit / for the benefit of sb/sth,C2
out of the blue,C1
a bone of contention,C2
come true,B1
it appears (that),B2
it would appear (that),C1
come easily/naturally,C1
come first,C1
come to mind,C1
when it comes to sth/doing sth,C1
"arrive at an solution/conclusion/answer, etc.",C2
come to do sth,C2
"come apart/off, etc.",C2
come into being,C2
come to light,C2
come to the/sb's rescue,C2
take sth as it comes,C2
come to terms with sth,C2
come from the heart,C2
be coming along,C2
come under fire,C2
come to grips with sth,C2
not believe your eyes/ears,B1
"bring (sb) happiness/luck/peace, etc.",B1
be absorbed in sth,B2
be to blame,C1
bring sth to an end,C1
capture sb's attention/ imagination/ interest,C1
"assume control/power/responsibility, etc.",C2
"attach importance/value, etc. to sb/sth",C2
"breed resentment/confusion/contempt, etc.",C2
bring out the best in sb,C2
bring (sth) to light,C2
bury yourself in sth,C2
bury your face/head in sth,C2
be calculated to do sth,C2
bring a lump to your throat,C2
carry weight,C2
burst into flames,C2
bend over backwards,C1
back up sth or back sth up,C2
catch up with sb ,B1
Take care!,A2
Don't ask!,B2
Don't ask me,B2
Who cares?,B2
"I/he/she, etc. couldn't care less",C1
adverse effect(s)/reaction(s)/conditions,C2
an awful lot (of sth),B2
chip in (sth),C2
a bundle of energy/nerves,C2
your big brother/sister,A2
in accordance with sth,C1
as yet,C1
as a consequence,C1
be at liberty to do sth,C2
by virtue of sth,C2
check sth out or check out sth,C1
check sth out or check out sth,C1
catch on,C2
not/never get anywhere,B2
can't be bothered,B2
sth is beyond me,C2
blow it/your chance(s),C2
blow it/your chance(s),C2
get your act together,C2
blow your mind,C2
call it a day,C2
be on cloud nine,C2
"at the tender age of 8/17/25, etc.",C2
"at the tender age of 8/17/25, etc.",C2
capable of sth/doing sth ,B2
classical music,A2
be ashamed of sb,B2
in addition (to),B1
Absolutely!,B2
certainly not,C1
Absolutely not.,C2
arts,B2
the charts,B2
on the air,C1
burn out,B2
care for sb/sth ,B2
come down with sth,B2
come around,C1
"break your arm/leg, etc.",A2
"a broken arm/leg, etc.",A2
blow your nose,B1
take care of sb/sth ,B1
give birth,B2
call in sick,B2
catch your breath,C1
a change of clothes,A2
call back (sb) or call (sb) back,A2
call up (sb) or call (sb) up,B1
bring up sth or bring sth up,B2
burst out ,B2
catch up,B2
chat sb up or chat up sb,B2
clear up sth or clear sth up ,B2
account for sth ,C2
butt in,C2
call for sth,C2
come out,C2
as well,A1
How/What about?,A2
I'm afraid...,A2
all the best,A2
that's all right,A2
as well as,A2
all the best,A2
How/What about?,B1
after all,B1
after all,B1
and so on,B1
apart from,B1
as long as,B1
at least,B1
too bad,B1
Come on!,B1
 all in all,B2
among other things,B2
as for,B2
as a matter of fact,B2
as follows,B2
as far as I know,B2
aside from sth,B2
at least,B2
on balance,B2
to begin with,B2
in brief,B2
be none of sb's  business,B2
by far,B2
in any case,B2
in that case,B2
"catch sb's attention, interest, etc.",B2
change the subject,B2
all things considered,C1
too bad,C1
before you know it,C1
"broken English/Spanish, etc.",C1
if you ask me,C2
at this rate,C2
at any rate,C2
mind your own business,C2
by any chance,C2
No chance!/ Not a chance!,C2
clear the air,C2
break in or break into sth ,B1
against the law,B2
break the law,B2
"there is/there are/there was, etc.",A1
at least,A2
not (too) bad,A2
by the way,A2
at least,B1
on average,B2
at the very least,C1
"bear a/no/some, etc., resemblance to sb/sth",C2
a breath of fresh air,C2
be born,A2
arts,C2
come down,B2
come into sth,C2
break even,C1
blow away (sth) or blow (sth) away,B1
blow down (sth) or blow (sth) down,B1
come out,B1
clear up,B2
the cold,B1
the atmosphere,B2
bring back sth or bring sth back,A2
come back,A2
come in,A2
add up (sth) or add (sth) up,B1
blow up sth or blow sth up,B1
blow up (sth/sb) or blow (sth/sb) up,B1
call for sb ,B1
carry on (sth) or carry (sth) on,B1
carry out sth or carry sth out ,B1
come along,B1
back up sb or back sb up,B2
beat up sb or beat sb up,B2
break through sth,B2
burst into sth ,B2
call off sth or call sth off,B2
catch up (sb) or catch (sb) up,B2
catch up on/with sth,B2
come across sb/sth ,B2
back out,C1
clean up (sth) or clean (sth) up,C1
clean up (sth) or clean (sth) up,C1
clear sth away or clear away sth,C1
close off sth or close sth off,C1
back off,C2
chop sth down or chop down sth,C2
clean sth out or clean out sth,C2
break a record,B2
bump into sth,B2
take charge,B2
"chase sb/sth away/off/out, etc.",B2
"climb into/out of/through, etc.",B2
"bounce along/around/into, etc.",C1
"brush sth away/off, etc.",C1
believe in sth ,B1
believe in sth/doing sth ,B2
be/get carried away,B2
chill out,B2
come across,C1
feel bad about sth/doing sth ,B1
change your mind,B1
assert yourself,C2
beside yourself,C2
in cold blood,C2
break up,B1
bring up sb or bring sb up ,B1
cheat on sb,B2
associate with sb,C2
come between sb,C2
a broken home,C2
bring out sth or bring sth out,B2
break down,B1
call up sth or call sth up,C2
book sb in or book sb into sth ,B1
on board,B1
act as sth ,B2
be in charge,B1
keep sb amused,B2
a balanced diet/meal,B2
accustomed to sth/doing sth,C1
attached to sb/sth,C1
armed with sth,C2
behind closed doors,C2
"I/you/he, etc. had better do sth ",A2
know better,C2
have seen better days,C2
a burning issue/question,C1
"burning ambition/desire, etc.",C1
"an aspiring writer/actor/artist, etc.",C2
course of action,C1
in association with,C1
throw caution to the wind,C2
an authority on sth,C2
come from swh/sth ,A1
belong to sb ,A2
base sth on sth ,B1
belong to sth ,B1
blow out (sth) or blow (sth) out,B1
check in,B1
check in/check into sth ,B1
check out,B1
come out,B1
add to sth,B2
agree with sth,B2
back up (sth) or back (sth) up,B2
break off (sth) or break (sth) off,B2
break out,B2
burn down (sth) or burn (sth) down,B2
burst into sth ,B2
calm down (sb) or calm (sb) down ,B2
cheer up (sb) or cheer (sb) up,B2
close down (sth) or close (sth) down,B2
come along,B2
come down,B2
come out,B2
come to sth,B2
come to sth,B2
account for sth ,C1
bounce back,C1
brush up (on) sth,C1
build (sth) up or build up (sth),C1
bump into sb,C1
call off sth or call sth off,C1
call on sb to do sth,C1
catch on,C1
catch up (sb) or catch (sb) up,C1
cater to sb/sth,C1
check (up) on sth,C1
come off,C1
come on,C1
come over,C1
come over sb,C1
come under sth,C1
assign sb to sth,C2
attribute sth to sth,C2
be called up,C2
be/get caught up in sth,C2
catch up with sb ,C2
cheer sb on or cheer on sb,C2
cling to sth,C2
close in,C2
come about,C2
come across,C2
come along,C2
come around,C2
come by sth,C2
come down to sth/doing sth,C2
come in,C2
come in for sth,C2
come out,C2
come out,C2
come out,C2
come out of sth,C2
come over,C2
come through,C2
come through (sth),C2
"I am Spanish/a teacher, etc.",A1
be called sth,A1
be able to do sth ,A2
all sorts of sth,A2
all the time,A2
all over,A2
as ... as,A2
"as much/quickly/soon, etc. as possible",A2
as usual,A2
be bad for sb/sth ,A2
have/has been to,A2
"become available/rich/a writer, etc.",A2
best wishes,A2
above all,B1
in advance,B1
take advantage of sth ,B1
can afford,B1
"day after day/year after year, etc.",B1
again and again,B1
once again,B1
aim to do sth,B1
at all,B1
above all,B1
all is well,B1
and all (that),B1
can/could always do sth,B1
one another,B1
the army,B1
as soon as,B1
at all,B1
"at his/its, etc. best",B1
at (long) last,B1
at first,B1
at the same time,B1
at once,B1
"attend a church/college/school, etc.",B1
"attract attention/interest, etc.",B1
"two weeks/five hours, etc. away",B1
begin with sth ,B1
to begin with,B1
the best,B1
"at his/its, etc. best",B1
do/try your best,B1
"a broad range/variety, etc.",B1
"by accident/mistake, etc.",B1
by hand,B1
in case of sth,B1
(just) in case,B1
catch fire,B1
be about to do sth ,B2
accept responsibility/blame,B2
take account of sth,B2
take into account sth,B2
on account of sth,B2
take advantage of sb/sth ,B2
all over again,B2
yet again,B2
be aimed at sb,B2
the air,B2
in all,B2
 all of a sudden,B2
all over again,B2
 all along,B2
all over the place,B2
leave sb alone,B2
 all along,B2
along with sb/sth,B2
"among the best/worst/biggest, etc.",B2
or anything,B2
anything like,B2
be around,B2
as a result of sth,B2
as a whole,B2
as if/as though,B2
as far as sb is concerned,B2
as far as sth is concerned,B2
be associated with sth,B2
at all costs,B2
at sb's disposal,B2
at fault,B2
at risk,B2
be attracted to sb,B2
be based in/at,B2
on behalf of sb or on sb's behalf,B2
behind bars,B2
make the best of sth,B2
"beyond my/our, etc. control",B2
"Honduran/Canadian/Indian, etc. by birth",B2
go blank,B2
 bound to do sth,B2
"break an agreement/promise, etc.",B2
a broken heart,B2
by heart,B2
"day by day/little by little/one by one, etc.",B2
be the case,B2
a certain,B2
by all accounts,C1
after all,C1
have anything/nothing/something against sb/sth,C1
long ago,C1
ahead of time/schedule,C1
with the aid of sth,C1
after all,C1
all hours,C1
all at once,C1
be all very well,C1
be all set,C1
let alone,C1
"alternate days/weeks/years, etc.",C1
anywhere near sth,C1
as it happens,C1
as many as,C1
at the expense of sth,C1
at a glance,C1
at hand,C1
at random,C1
at times,C1
at first sight,C1
back road/street,C1
lose your balance,C1
strike a balance,C1
bear left/right,C1
behind the times,C1
the next best thing,C1
(have) the best of both worlds,C1
the blind,C1
(have) the best of both worlds,C1
in bulk,C1
the bulk of sth,C1
by all accounts,C1
by and large,C1
by law,C1
by no means; not by any means,C1
by way of sth,C1
call a meeting,C1
take care of sth/doing sth,C1
know/say for certain,C1
class sb/sth as sth,C1
crystal clear,C1
be/come close to doing sth,C1
be close to sth,C1
of your own accord,C2
across the board,C2
add insult to injury,C2
cannot afford,C2
then again,C2
"against sb's advice/wishes, etc.",C2
against all odds,C2
be aimed at doing sth,C2
for all,C2
"all the better/easier/more exciting, etc.",C2
all but,C2
along the lines of sth,C2
at one time or another,C2
apply yourself,C2
as the/its name implies,C2
as opposed to,C2
as it stands,C2
ask yourself sth,C2
fast asleep,C2
aspire to (do) sth,C2
"assert your authority/control/independence, etc.",C2
at best,C2
at the best of times,C2
at a disadvantage,C2
at sb's expense,C2
at heart,C2
at issue,C2
at the latest,C2
at length,C2
at a loss,C2
at a loss for words,C2
be at the mercy of sb/sth ,C2
be at a premium,C2
at your own risk,C2
at one time or another,C2
be at stake,C2
be wide awake,C2
back and forth,C2
"back (sth) away/into/out, etc.",C2
hang in the balance,C2
grin and bear it,C2
you can't beat sth,C2
become of sb/sth,C2
long before,C2
behind sb's back,C2
come into being,C2
know best,C2
at best,C2
for the best,C2
bring out the best in sb,C2
at the best of times,C2
few and far between,C2
beyond (a) doubt,C2
be blind to sth,C2
across the board,C2
be born,C2
from top to bottom,C2
bound up with sth,C2
"sb's breadth of experience/knowledge/interest, etc.",C2
the length and breadth of sth,C2
break the news to sb,C2
break free,C2
break free,C2
be on the brink of sth,C2
all but,C2
by all means,C2
by the same token,C2
call sb names,C2
cast a/your vote,C2
cast your mind back,C2
cast a spell on sb,C2
cast a spell (on sb/sth),C2
cast doubt on sb/sth,C2
be/get caught,C2
catch sight of sth,C2
